Value for threshold delta;MAX with Epsilon=0.01;MAX with Epsilon=0.001;MAX with Epsilon=0.00010;MAX with Epsilon=0.000010
0.92690;7;7;7;7
0.92700;7;7;7;7
0.92710;7;7;7;7
0.92720;7;7;7;7
0.92730;7;7;7;7
0.92740;7;7;7;7
0.92750;7;7;7;7
0.92760;7;7;7;7
0.92770;7;7;7;7
0.92780;7;7;7;7
0.92790;7;7;7;7
0.92800;7;7;7;7
0.92810;7;7;7;7
0.92820;7;7;7;7
0.92830;7;7;7;7
0.92840;7;7;7;7
0.92850;7;7;7;7
0.92860;7;7;7;7
0.92870;7;7;7;7
0.92880;7;7;7;7
0.92890;7;7;7;7
0.92900;7;7;7;7
0.92910;7;7;7;7
0.92920;7;7;7;7
0.92930;7;7;7;7
0.92940;7;7;7;7
0.92950;7;7;7;7
0.92960;7;7;7;7
0.92970;7;7;7;7
0.92980;7;7;7;7
0.92990;7;7;7;7
0.93000;7;7;7;7
0.93010;7;7;7;7
0.93020;7;7;7;7
0.93030;7;7;7;7
0.93040;7;7;7;7
0.93050;7;7;7;7
0.93060;7;7;7;7
0.93070;7;7;7;7
0.93080;7;7;7;7
0.93090;7;7;7;7
0.93100;7;7;7;7
0.93110;7;7;7;7
0.93120;7;7;7;7
0.93130;7;7;7;7
0.93140;7;7;7;7
0.93150;7;7;7;7
0.93160;7;7;7;7
0.93170;7;7;7;7
0.93180;7;7;7;7
0.93190;7;7;7;7
0.93200;7;7;7;7
0.93210;7;7;7;7
0.93220;7;7;7;7
0.93230;7;7;7;7
0.93240;7;7;7;7
0.93250;7;7;7;7
0.93260;7;7;7;7
0.93270;7;7;7;7
0.93280;7;7;7;7
0.93290;7;7;7;7
0.93300;7;7;7;7
0.93310;7;7;7;7
0.93320;7;7;7;7
0.93330;7;7;7;7
0.93340;7;7;7;7
0.93350;7;7;7;7
0.93360;7;7;7;7
0.93370;7;7;7;7
0.93380;7;7;7;7
0.93390;7;7;7;7
0.93400;7;7;7;7
0.93410;7;7;7;7
0.93420;7;7;7;7
0.93430;7;7;7;7
0.93440;7;7;7;7
0.93450;7;7;7;7
0.93460;7;7;7;7
0.93470;7;7;7;7
0.93480;7;7;7;7
0.93490;7;7;7;7
0.93500;7;7;7;7
0.93510;7;7;7;7
0.93520;7;7;7;7
0.93530;7;7;7;7
0.93540;7;7;7;7
0.93550;7;7;7;7
0.93560;7;7;7;7
0.93570;7;7;7;7
0.93580;7;7;7;7
0.93590;7;7;7;7
0.93600;7;7;7;7
0.93610;7;7;7;7
0.93620;7;7;7;7
0.93630;7;7;7;7
0.93640;7;7;7;7
0.93650;7;7;7;7
0.93660;7;7;7;7
0.93670;7;7;7;7
0.93680;7;7;7;7
0.93690;7;7;7;7
0.93700;7;7;7;7
0.93710;7;7;7;7
0.93720;7;7;7;7
0.93730;7;7;7;7
0.93740;7;7;7;7
0.93750;7;7;7;7
0.93760;7;7;7;7
0.93770;7;7;7;7
0.93780;7;7;7;7
0.93790;7;7;7;7
0.93800;7;7;7;7
0.93810;7;7;7;7
0.93820;7;7;7;7
0.93830;7;7;7;7
0.93840;7;7;7;7
0.93850;7;7;7;7
0.93860;7;7;7;7
0.93870;7;7;7;7
0.93880;7;7;7;7
0.93890;7;7;7;7
0.93900;7;7;7;7
0.93910;7;7;7;7
0.93920;7;7;7;7
0.93930;7;7;7;7
0.93940;7;7;7;7
0.93950;7;7;7;7
0.93960;7;7;7;7
0.93970;7;7;7;7
0.93980;7;7;7;7
0.93990;7;7;7;7
0.94000;7;7;7;7
0.94010;7;7;7;7
0.94020;7;7;7;7
0.94030;7;7;7;7
0.94040;7;7;7;7
0.94050;7;7;7;7
0.94060;7;7;7;7
0.94070;7;7;7;7
0.94080;7;7;7;7
0.94090;7;7;7;7
0.94100;7;7;7;7
0.94110;7;7;7;7
0.94120;7;7;7;7
0.94130;7;7;7;7
0.94140;7;7;7;7
0.94150;7;7;7;7
0.94160;7;7;7;7
0.94170;7;7;7;7
0.94180;7;7;7;7
0.94190;7;7;7;7
0.94200;7;7;7;7
0.94210;7;7;7;7
0.94220;7;7;7;7
0.94230;7;7;7;7
0.94240;7;7;7;7
0.94250;7;7;7;7
0.94260;7;7;7;7
0.94270;7;7;7;7
0.94280;7;7;7;7
0.94290;7;7;7;7
0.94300;7;7;7;7
0.94310;7;7;7;7
0.94320;7;7;7;7
0.94330;7;7;7;7
0.94340;7;7;7;7
0.94350;7;7;7;7
0.94360;7;7;7;7
0.94370;7;7;7;7
0.94380;7;7;7;7
0.94390;7;7;7;7
0.94400;7;7;7;7
0.94410;7;7;7;7
0.94420;7;7;7;7
0.94430;7;7;7;7
0.94440;7;7;7;7
0.94450;7;7;7;7
0.94460;7;7;7;7
0.94470;7;7;7;7
0.94480;7;7;7;7
0.94490;7;7;7;7
0.94500;7;7;7;7
0.94510;7;7;7;7
0.94520;7;7;7;7
0.94530;7;7;7;7
0.94540;7;7;7;7
0.94550;7;7;7;7
0.94560;7;7;7;7
0.94570;7;7;7;7
0.94580;7;7;7;7
0.94590;7;7;7;7
0.94600;7;7;7;7
0.94610;7;7;7;7
0.94620;7;7;7;7
0.94630;7;7;7;7
0.94640;7;7;7;7
0.94650;7;7;7;7
0.94660;7;7;7;7
0.94670;7;7;7;7
0.94680;7;7;7;7
0.94690;7;7;7;7
0.94700;7;7;7;7
0.94710;7;7;7;7
0.94720;7;7;7;7
0.94730;7;7;7;7
0.94740;7;7;7;7
0.94750;7;7;7;7
0.94760;7;7;7;7
0.94770;7;7;7;7
0.94780;7;7;7;7
0.94790;7;7;7;7
0.94800;7;7;7;7
0.94810;7;7;7;7
0.94820;7;7;7;7
0.94830;7;7;7;7
0.94840;7;7;7;7
0.94850;7;7;7;7
0.94860;7;7;7;7
0.94870;7;7;7;7
0.94880;7;7;7;7
0.94890;7;7;7;7
0.94900;7;7;7;7
0.94910;7;7;7;7
0.94920;7;7;7;7
0.94930;7;7;7;7
0.94940;7;7;7;7
0.94950;7;7;7;7
0.94960;7;7;7;7
0.94970;7;7;7;7
0.94980;7;7;7;7
0.94990;7;7;7;7
0.95000;7;7;7;7
0.95010;7;7;7;7
0.95020;7;7;7;7
0.95030;7;7;7;7
0.95040;7;7;7;7
0.95050;7;7;7;7
0.95060;7;7;7;7
0.95070;7;7;7;7
0.95080;7;7;7;7
0.95090;7;7;7;7
0.95100;7;7;7;7
0.95110;7;7;7;7
0.95120;7;7;7;7
0.95130;7;7;7;7
0.95140;7;7;7;7
0.95150;7;7;7;7
0.95160;7;7;7;7
0.95170;7;7;7;7
0.95180;7;7;7;7
0.95190;7;7;7;7
0.95200;7;7;7;7
0.95210;7;7;7;7
0.95220;7;7;7;7
0.95230;7;7;7;7
0.95240;7;7;7;7
0.95250;7;7;7;7
0.95260;7;7;7;7
0.95270;7;7;7;7
0.95280;7;7;7;7
0.95290;7;7;7;7
0.95300;7;7;7;7
0.95310;7;7;7;7
0.95320;7;7;7;7
0.95330;7;7;7;7
0.95340;7;7;7;7
0.95350;7;7;7;7
0.95360;7;7;7;7
0.95370;7;7;7;7
0.95380;7;7;7;7
0.95390;7;7;7;7
0.95400;7;7;7;7
0.95410;7;7;7;7
0.95420;7;7;7;7
0.95430;7;7;7;7
0.95440;7;7;7;7
0.95450;7;7;7;7
0.95460;7;7;7;7
0.95470;7;7;7;7
0.95480;7;7;7;7
0.95490;7;7;7;7
0.95500;7;7;7;7
0.95510;7;7;7;7
0.95520;7;7;7;7
0.95530;7;7;7;7
0.95540;7;7;7;7
0.95550;7;7;7;7
0.95560;7;7;7;7
0.95570;7;7;7;7
0.95580;7;7;7;7
0.95590;7;7;7;7
0.95600;7;7;7;7
0.95610;7;7;7;7
0.95620;7;7;7;7
0.95630;7;7;7;7
0.95640;7;7;7;7
0.95650;7;7;7;7
0.95660;7;7;7;7
0.95670;7;7;7;7
0.95680;7;7;7;7
0.95690;7;7;7;7
0.95700;7;7;7;7
0.95710;7;7;7;7
0.95720;7;7;7;7
0.95730;7;7;7;7
0.95740;7;7;7;7
0.95750;7;7;7;7
0.95760;7;7;7;7
0.95770;7;7;7;7
0.95780;7;7;7;7
0.95790;7;7;7;7
0.95800;7;7;7;7
0.95810;7;7;7;7
0.95820;7;7;7;7
0.95830;7;7;7;7
0.95840;7;7;7;7
0.95850;7;7;7;7
0.95860;7;7;7;7
0.95870;7;7;7;7
0.95880;7;7;7;7
0.95890;7;7;7;7
0.95900;7;7;7;7
0.95910;7;7;7;7
0.95920;7;7;7;7
0.95930;7;7;7;7
0.95940;7;7;7;7
0.95950;7;7;7;7
0.95960;7;7;7;7
0.95970;7;7;7;7
0.95980;7;7;7;7
0.95990;7;7;7;7
0.96000;7;7;7;7
0.96010;7;7;7;7
0.96020;7;7;7;7
0.96030;7;7;7;7
0.96040;7;7;7;7
0.96050;7;7;7;7
0.96060;7;7;7;7
0.96070;7;7;7;7
0.96080;7;7;7;7
0.96090;7;7;7;7
0.96100;7;7;7;7
0.96110;7;7;7;7
0.96120;7;7;7;7
0.96130;7;7;7;7
0.96140;7;7;7;7
0.96150;7;7;7;7
0.96160;7;7;7;7
0.96170;7;7;7;7
0.96180;7;7;7;7
0.96190;7;7;7;7
0.96200;7;7;7;7
0.96210;7;7;7;7
0.96220;7;7;7;7
0.96230;7;7;7;7
0.96240;7;7;7;7
0.96250;7;7;7;7
0.96260;7;7;7;7
0.96270;7;7;7;7
0.96280;7;7;7;7
0.96290;7;7;7;7
0.96300;7;7;7;7
0.96310;7;7;7;7
0.96320;7;7;7;7
0.96330;7;7;7;7
0.96340;7;7;7;7
0.96350;7;7;7;7
0.96360;7;7;7;7
0.96370;7;7;7;7
0.96380;7;7;7;7
0.96390;7;7;7;7
0.96400;7;7;7;7
0.96410;7;7;7;7
0.96420;7;7;7;7
0.96430;7;7;7;7
0.96440;7;7;7;7
0.96450;7;7;7;7
0.96460;7;7;7;7
0.96470;7;7;7;7
0.96480;7;7;7;7
0.96490;7;7;7;7
0.96500;7;7;7;7
0.96510;7;7;7;7
0.96520;7;7;7;7
0.96530;7;7;7;7
0.96540;7;7;7;7
0.96550;7;7;7;7
0.96560;7;7;7;7
0.96570;7;7;7;7
0.96580;7;7;7;7
0.96590;7;7;7;7
0.96600;7;7;7;7
0.96610;7;7;7;7
0.96620;7;7;7;7
0.96630;7;7;7;7
0.96640;7;7;7;7
0.96650;7;7;7;7
0.96660;7;7;7;7
0.96670;7;7;7;7
0.96680;7;7;7;7
0.96690;7;7;7;7
0.96700;7;7;7;7
0.96710;7;7;7;7
0.96720;7;7;7;7
0.96730;7;7;7;7
0.96740;7;7;7;7
0.96750;7;7;7;7
0.96760;7;7;7;7
0.96770;7;7;7;7
0.96780;7;7;7;7
0.96790;7;7;7;7
0.96800;7;7;7;7
0.96810;7;7;7;7
0.96820;7;7;7;7
0.96830;7;7;7;7
0.96840;7;7;7;7
0.96850;7;7;7;7
0.96860;7;7;7;7
0.96870;7;7;7;7
0.96880;7;7;7;7
0.96890;7;7;7;7
0.96900;7;7;7;7
0.96910;7;7;7;7
0.96920;7;7;7;7
0.96930;7;7;7;7
0.96940;7;7;7;7
0.96950;7;7;7;7
0.96960;7;7;7;7
0.96970;7;7;7;7
0.96980;7;7;7;7
0.96990;7;7;7;7
0.97000;7;7;7;7
0.97010;7;7;7;7
0.97020;7;7;7;7
0.97030;7;7;7;7
0.97040;7;7;7;7
0.97050;7;7;7;7
0.97060;7;7;7;7
0.97070;7;7;7;7
0.97080;7;7;7;7
0.97090;7;7;7;7
0.97100;7;7;7;7
0.97110;7;7;7;7
0.97120;7;7;7;7
0.97130;7;7;7;7
0.97140;7;7;7;7
0.97150;7;7;7;7
0.97160;7;7;7;7
0.97170;7;7;7;7
0.97180;7;7;7;7
0.97190;7;7;7;7
0.97200;7;7;7;7
0.97210;7;7;7;7
0.97220;7;7;7;7
0.97230;7;7;7;7
0.97240;7;7;7;7
0.97250;7;7;7;7
0.97260;7;7;7;7
0.97270;7;7;7;7
0.97280;7;7;7;7
0.97290;7;7;7;7
0.97300;7;7;7;7
0.97310;7;7;7;7
0.97320;7;7;7;7
0.97330;7;7;7;7
0.97340;7;7;7;7
0.97350;7;7;7;7
0.97360;7;7;7;7
0.97370;7;7;7;7
0.97380;7;7;7;7
0.97390;7;7;7;7
0.97400;7;7;7;7
0.97410;7;7;7;7
0.97420;7;7;7;7
0.97430;7;7;7;7
0.97440;7;7;7;7
0.97450;7;7;7;7
0.97460;7;7;7;7
0.97470;7;7;7;7
0.97480;7;7;7;7
0.97490;7;7;7;7
0.97500;7;7;7;7
0.97510;7;7;7;7
0.97520;7;7;7;7
0.97530;7;7;7;7
0.97540;7;7;7;7
0.97550;7;7;7;7
0.97560;7;7;7;7
0.97570;7;7;7;7
0.97580;7;7;7;7
0.97590;7;7;7;7
0.97600;7;7;7;7
0.97610;7;7;7;7
0.97620;7;7;7;7
0.97630;7;7;7;7
0.97640;7;7;7;7
0.97650;7;7;7;7
0.97660;7;7;7;7
0.97670;7;7;7;7
0.97680;7;7;7;7
0.97690;7;7;7;7
0.97700;7;7;7;7
0.97710;7;7;7;7
0.97720;7;7;7;7
0.97730;7;7;7;7
0.97740;7;7;7;7
0.97750;7;7;7;7
0.97760;7;7;7;7
0.97770;7;7;7;7
0.97780;7;7;7;7
0.97790;7;7;7;7
0.97800;7;7;7;7
0.97810;7;7;7;7
0.97820;7;7;7;7
0.97830;7;7;7;7
0.97840;7;7;7;7
0.97850;7;7;7;7
0.97860;7;7;7;7
0.97870;7;7;7;7
0.97880;7;7;7;7
0.97890;7;7;7;7
0.97900;7;7;7;7
0.97910;7;7;7;7
0.97920;7;7;7;7
0.97930;7;7;7;7
0.97940;7;7;7;7
0.97950;7;7;7;7
0.97960;7;7;7;7
0.97970;7;7;7;7
0.97980;7;7;7;7
0.97990;7;7;7;7
0.98000;7;7;7;7
0.98010;7;7;7;7
0.98020;7;7;7;7
0.98030;7;7;7;7
0.98040;7;7;7;7
0.98050;7;7;7;7
0.98060;7;7;7;7
0.98070;7;7;7;7
0.98080;7;7;7;7
0.98090;7;7;7;7
0.98100;7;7;7;7
0.98110;7;7;7;7
0.98120;7;7;7;7
0.98130;7;7;7;7
0.98140;7;7;7;7
0.98150;7;7;7;7
0.98160;7;7;7;7
0.98170;7;7;7;7
0.98180;7;7;7;7
0.98190;7;7;7;7
0.98200;7;7;7;7
0.98210;7;7;7;7
0.98220;7;7;7;7
0.98230;7;7;7;7
0.98240;7;7;7;7
0.98250;7;7;7;7
0.98260;7;7;7;7
0.98270;7;7;7;7
0.98280;7;7;7;7
0.98290;7;7;7;7
0.98300;7;7;7;7
0.98310;7;7;7;7
0.98320;7;7;7;7
0.98330;7;7;7;7
0.98340;7;7;7;7
0.98350;7;7;7;7
0.98360;7;7;7;7
0.98370;7;7;7;7
0.98380;7;7;7;7
0.98390;7;7;7;7
0.98400;7;7;7;7
0.98410;7;7;7;7
0.98420;7;7;7;7
0.98430;7;7;7;7
0.98440;7;7;7;7
0.98450;7;7;7;7
0.98460;7;7;7;7
0.98470;7;7;7;7
0.98480;7;7;7;7
0.98490;7;7;7;7
0.98500;7;7;7;7
0.98510;7;7;7;7
0.98520;7;7;7;7
0.98530;7;7;7;7
0.98540;7;7;7;7
0.98550;7;7;7;7
0.98560;7;7;7;7
0.98570;7;7;7;7
0.98580;7;7;7;7
0.98590;7;7;7;7
0.98600;7;7;7;7
0.98610;7;7;7;7
0.98620;7;7;7;7
0.98630;7;7;7;7
0.98640;7;7;7;7
0.98650;7;7;7;7
0.98660;7;7;7;7
0.98670;7;7;7;7
0.98680;7;7;7;7
0.98690;7;7;7;7
0.98700;7;7;7;7
0.98710;7;7;7;7
0.98720;7;7;7;7
0.98730;7;7;7;7
0.98740;7;7;7;7
0.98750;7;7;7;7
0.98760;7;7;7;7
0.98770;7;7;7;7
0.98780;7;7;7;7
0.98790;7;7;7;7
0.98800;7;7;7;7
0.98810;7;7;7;7
0.98820;7;7;7;7
0.98830;7;7;7;7
0.98840;7;7;7;7
0.98850;7;7;7;7
0.98860;7;7;7;7
0.98870;7;7;7;7
0.98880;7;7;7;7
0.98890;7;7;7;7
0.98900;7;7;7;7
0.98910;7;7;7;7
0.98920;7;7;7;7
0.98930;7;7;7;7
0.98940;7;7;7;7
0.98950;7;7;7;7
0.98960;7;7;7;7
0.98970;7;7;7;7
0.98980;7;7;7;7
0.98990;7;7;7;7
0.99000;7;7;7;7
0.99010;7;7;7;7
0.99020;7;7;7;7
0.99030;7;7;7;7
0.99040;7;7;7;7
0.99050;7;7;7;7
0.99060;7;7;7;7
0.99070;7;7;7;7
0.99080;7;7;7;7
0.99090;7;7;7;7
0.99100;7;7;7;7
0.99110;7;7;7;7
0.99120;7;7;7;7
0.99130;7;7;7;7
0.99140;7;7;7;7
0.99150;7;7;7;7
0.99160;7;7;7;7
0.99170;7;7;7;7
0.99180;7;7;7;7
0.99190;7;7;7;7
0.99200;7;7;7;7
0.99210;7;7;7;7
0.99220;7;7;7;7
0.99230;7;7;7;7
0.99240;7;7;7;7
0.99250;7;7;7;7
0.99260;7;7;7;7
0.99270;7;7;7;7
0.99280;7;7;7;7
0.99290;7;7;7;7
0.99300;7;7;7;7
0.99310;7;7;7;7
0.99320;7;7;7;7
0.99330;7;7;7;7
0.99340;7;7;7;7
0.99350;7;7;7;7
0.99360;7;7;7;7
0.99370;7;7;7;7
0.99380;7;7;7;7
0.99390;7;7;7;7
0.99400;7;7;7;7
0.99410;7;7;7;7
0.99420;7;7;7;7
0.99430;7;7;7;7
0.99440;7;7;7;7
0.99450;7;7;7;7
0.99460;7;7;7;7
0.99470;7;7;7;7
0.99480;7;7;7;7
0.99490;7;7;7;7
0.99500;7;7;7;7
0.99510;7;7;7;7
0.99520;7;7;7;7
0.99530;7;7;7;7
0.99540;7;7;7;7
0.99550;7;7;7;7
0.99560;7;7;7;7
0.99570;7;7;7;7
0.99580;7;7;7;7
0.99590;7;7;7;7
0.99600;7;7;7;7
0.99610;7;7;7;7
0.99620;7;7;7;7
0.99630;7;7;7;7
0.99640;7;7;7;7
0.99650;7;7;7;7
0.99660;7;7;7;7
0.99670;7;7;7;7
0.99680;7;7;7;7
0.99690;7;7;7;7
0.99700;7;7;7;7
0.99710;7;7;7;7
0.99720;7;7;7;7
0.99730;7;7;7;7
0.99740;7;7;7;7
0.99750;7;7;7;7
0.99760;7;7;7;7
0.99770;7;7;7;7
0.99780;7;7;7;7
0.99790;7;7;7;7
0.99800;7;7;7;7
0.99810;7;7;7;7
0.99820;7;7;7;7
0.99830;7;7;7;7
0.99840;7;7;7;7
0.99850;7;7;7;7
0.99860;7;7;7;7
0.99870;7;7;7;7
0.99880;7;7;7;7
0.99890;7;7;7;7
0.99900;7;7;7;7
0.99910;7;7;7;7
0.99920;7;7;7;7
0.99930;7;7;7;7
0.99940;7;7;7;7
0.99950;7;7;7;7
0.99960;7;7;7;7
0.99970;7;7;7;7
0.99980;7;7;7;7
0.99990;7;7;7;7
1;9;9;9;9
